author,text,likeCount,publishedAt
@classicjordan-c3o,Seharusnya Calvin verdonk jadikan striker karna tendangannya terarah dan keras,0,2024-10-25T12:11:02Z
@IsmailAdha-f3w,Intinya sty harus di ganti,0,2024-10-25T10:01:43Z
@FRANS_CUAKZZ,Itu kiper timnas indo marteaan paes kan?,0,2024-10-25T05:01:20Z
@blackskind8024,"Di saat tim tim lain ramai ramai bantai china, eh timnas malah kalah lawan china, bukti kebodohan STY nampak di depab mata.",0,2024-10-24T22:22:33Z
@andrew_ji,Bangga semangat kalian bisa ❤‍🔥❤‍🔥❤‍🔥,0,2024-10-24T09:54:00Z
@Nourixx,p,0,2024-10-24T08:32:51Z
@yuioka4247,Indonesian Indonesian🩷,0,2024-10-24T06:52:00Z
@ririnrianawati9850,Jangan berkecil hati Garuda Indonesia (mana ada Garuda berkecil hati 😊) Semangat ya kami slalu ada mendukungmu permainannya bagus kok cuma belum beruntung saja😊 Evaluasi diri ya mana yg harus diperbaiki. Kami sangat cinta Indonesia bahkan penghujat juga cinta cuma mengespresikan dgn cara yg berbeda.❤❤,0,2024-10-24T00:26:57Z
@RybGita-s7u,"Satu kata 
Masih harus banyak belajar",0,2024-10-23T22:21:07Z
@DionsumantriMantri,Walaupun indonesia kalah tapi garuda di dada kuh tapi yah munurut sayah harusnya arhan dimainkan dari tadi tapi malah di mainkan dimenit akhir tapi indonesia tetap di hati ku,0,2024-10-23T10:49:59Z
@samyhuston4522,"Permainan Timans Cukup Bagus, tapi pertahanan agak kurang Fokus, sebaliknya pertahanan China sangat Ketat sekali. pemain tengah dan depan Timnas, Harus berani menerobos ke tembok China dan cari peluang dan peluang, akhirnya gol di menit akhir..semakin seru babak 2 nya",0,2024-10-22T17:30:21Z
@Animasiacakadut-z5w,Sebetulnya dalam kerapihan .. pemain lokal luar biasa...,0,2024-10-22T12:37:58Z
@SuryaGuntur-p7w,Mantap,0,2024-10-22T07:23:32Z
@SorayaMonica,Menyala Tom Haye,0,2024-10-22T04:40:12Z
@RisoneTo-g3z,"KARENA PARA YOUTUBER BOLA KONTENNYA RATA2 BEGITU MENG AGUNG2 KAN TIMNAS DAN STY.....KETIKA TIMNAS KALAH....GUBRAAAK !!!  MENGAKIBATKAN FANS YANG SUDAH TERLENA DAN DI RASUKI KEBANGGAN YANG LUAR BINASA TENTANG ""KEHEBATAN"" TIMNAS SEKARANG MELEHOY OTAKNYA",2,2024-10-22T02:32:31Z
@jayablaugrana4370,Mayoritas pemain naturalisasi doang menang kagak memalukan😂😂😂,4,2024-10-22T01:50:21Z
@irfankurnialie1501,"Walaupun tidak keluar sebagai pemenang, Tim Indonesia telah memberikan performa terbaiknya. Semangat Garuda!",0,2024-10-21T13:39:45Z
@TitaPurnamasari-p2d,Patinma ngapain,1,2024-10-21T11:51:41Z
@danatg666,kalimat berbahayanya kenapa pas indo nyerang umpan bagus 😂. bisa di ganti gak kalimanya bung. jaman beni dollo gak kyk gini dh komentatornya. kalimat berbayahanya bisa yok di ganti,0,2024-10-21T11:30:33Z
@AangYulianto-v1t,Kenapa ya permainan indonesia ndak  bisa seperti jepang dan korea permainan satu dua yg cepat gtu😢,0,2024-10-21T09:07:16Z
@zamronifahamsyah8234,"Kalah secara skor tapi sangat unggul dri segi permainan 
Bermain tandang melawan tim sekelas China tapi secara statistik sangat membanggakan 
 Itulah namanya progres dan soal hasil akhir memang kita bsa dibilang kurang beruntung",1,2024-10-21T05:16:03Z
@fajrireynaldo5858,"Bule kalah lawan mata sipit ,, embarassing",1,2024-10-21T02:13:19Z
@aminlhudin1238,Timnas Indonesia Main Bagus Di Saat Melawan Vietnam 0-3 Indonesia. Seharusnya Pemainnya Cukup Itu Jangan Di Gantikan,1,2024-10-20T23:10:19Z
@kenteroffical1137,"sumpah kasian sama mees dia maju mundur trus di debut kedua kalinya ke pontang panting, padahal mees sllu kosong tidak pernah di oper sama asnawi",0,2024-10-20T20:17:18Z
@IdharGeming,"Prediksi scor 
Indonesia 1 - 2 jepang
Indonesia 2 - 1 Arab
Indonesia 1 - 0 Australia 
Indonesia 2 - 1 Bahrain 
Indonesia 2 - 0 china 
Indonesia 0 - 2 jepang",1,2024-10-20T14:58:29Z
@SinarPhone-j6z,"Permainan timnas indonesia sangat baik sekali,,",0,2024-10-20T14:22:51Z
@jalalbarabai8049,Ingat 90+6=99,0,2024-10-20T12:50:33Z
@kjfmchanell9898,Nonton ajalah kita..pemain kita masi boot..,0,2024-10-20T12:46:09Z
@AlfacyahirChyahir,GK papa beda poin .kita tunggu pembalasan di laga berikutnya tetap semangat timnas Indonesia,1,2024-10-20T11:07:43Z
@Latip-d8l,"China pandai politikk, di sentuh dkit nggoling",0,2024-10-20T10:44:15Z
@GanjarHardiansyah,Andai timnas punya penyerang seperti boas salossa dulu udh pasti paling di takuti lawan nya,0,2024-10-20T09:07:38Z
@haii355,Kalah tipis,0,2024-10-20T06:03:32Z
@Virzaputricantik-ej2jx,swi6o6iwyw7wu0wg,0,2024-10-20T04:29:39Z
@PutuNanda-k5f,"🇨🇳VS🇮🇩
NANDA",0,2024-10-20T04:18:05Z
@infoindonesia3534,Indonesia harus banyak banyak bergaul dengan pemain naturalisasi biar nular skillnya. Gak masalah byk pemain naturalisasi.,0,2024-10-19T23:40:29Z
@SerangBanten-l3l,"Menurut Ku, gol pertama cina harusnya tidak sah.
Soalnya saat mengambil bola didepan muka patynama kaki sipemain cina itu sangat tinggi posisinya...",0,2024-10-19T20:42:52Z
@royrkarim3934,"Indonesia dan china ambisi ingin menang.. padahal  imbang aja.  Cukup bagus utk indonesia.. klo dengn pertahanan  seperti . Psti banyak kebobolan lawan jepang..klo lawan jepang. Perkuat pertahanan deh.  babak petama jepang, bahrain, arab saudi , australia, klo gak bisa cetak gol.  Pemainnya psti akan down",0,2024-10-19T15:12:24Z
@hanahumairah5981,"Babak kedua Tom Haye masuk Martin paes gk kelihatan sama sekali😅
Mau ny dari awal Tom Haye masuk agar bang Martin bs ngopi2",0,2024-10-19T14:43:45Z
@Abcd1-t6j,Gila Asnawi sekelas back FC Twente mess hilgers ajah ditubruk sampai pemain China ketar ketir 🤣🤣🤣,0,2024-10-19T14:31:24Z
@ajiejatnika731,"Pernah ada pengamat atau legenda bola ngomong gini : pokonya lebih bangga pemain timnas asli dari indonesia, bukan naturalisasi, ga apa2 kalah terus atau ga juara tapi bangga"" masalahnya udah 79 tahun gini2 aja, aff aja ga pernah juara, apa mau nunggu 100 tahun indonesia merdeka kaya gini, nah sekarang momen yang pas indonesia menuju pentas dunia...",0,2024-10-19T13:48:24Z
@bancapatola1292,"timnas sudah bermain dengan sangat bagus, teruslah berjuang, garuda terbanglah tinggi mengangkasa..",0,2024-10-19T12:39:45Z
@InsyanAndri,"belum selesai sampai disini,ayo timnasku balas dikandang kita",0,2024-10-19T09:52:09Z
@omengarmen1967,"Asnawi dan witan suruh main berdua saja ,ini bukan kelas AFF",1,2024-10-19T07:20:41Z
@HendrikHendrik-e1n,"Bersenang2 dlu cina dgn kemenangan ini ...
Di jakarta kedaan bisa berbeda...😅😅",0,2024-10-19T05:57:40Z
@HendrikHendrik-e1n,"Klo cina main seperti ini 
Di gbk nanti gw yakin timnas bisa menang ...",0,2024-10-19T05:52:13Z
@wendysuhandi,Biarpun kalah tetap bangga gue ama timnas sekarang... Indonesia keren❤❤,0,2024-10-19T05:38:07Z
@ALWICHANEL99,"Banyak peluang untuk seri tp gagal eksekusi
Indonesia terus majuu",0,2024-10-19T04:58:43Z
@bataknapogos7795,Asnawi  penghancur timnasss,1,2024-10-19T04:28:04Z
@joimensihombing2709,Loyo team serangnya.,1,2024-10-19T03:12:51Z
@mukbang_bae,Padahal indonesia menguasai jalannya pertandingan namun di setiap penyelesaian akhir selalu tidak optimal😊 semangat terus buat garuda kalian pasti bisa,0,2024-10-19T03:00:47Z
@arisdarmawan7960,Berbahaya Untuk Tim Indonesia bila Federasi sepakbola Dunia (FIFA) ada bagi bagi duit dugaan upaya pemenangan Tim Merah Putih,0,2024-10-19T01:55:21Z
@AbdulRohim-bj1bv,Wajar timnas kalah bermain dikandang lawann itu sulit,0,2024-10-19T01:25:06Z
@AbdulRohim-bj1bv,Wajar timnas kalah bermain dikandang lawann itu sulit,0,2024-10-19T01:24:31Z
@AbdulRohim-bj1bv,Semoga Indonesia bisa menang lawan Jepang.. Dan Arab .di kandang GBK.karnaa  Bola itu bulattt...,0,2024-10-19T01:23:43Z
@AbdulRohim-bj1bv,Harus realistiss bermain di kandang lawan itu sulit... Butuh keberuntungan... Tetap semangat timnasss,0,2024-10-19T01:21:23Z
@muflihrz4074,"mana timnas asing katanya 1000x Lebih jago daripada timnas lokal, loh harusnya menang 1000-0 lawan cina😂😂😂😂",3,2024-10-18T20:55:47Z
@JerriYoutub,"Trkdg komntator kita ini kesanya seolah2 tdk suka indonesia mncetak gol. Slh satu xintoh, pd saat bola dibawa rimnas kegawang lawan, lalu komntator brkata"" Berbahaya"" Kesanya seolah2 tdk suka timnas mencetak gol kegawang lawan.. Pd hal hrs nya jgn dibilang bgtu agar timnas gol ke gawang lawan",0,2024-10-18T20:22:12Z
@agungariyoga4847,Permainan sangat bagus cuma sayang dewi fortuna belum memihak indonesia,0,2024-10-18T16:31:14Z
@sainalsadeng2307,Pemain kita banyak ad riki kambuanya  ad yakop sayuri kenapa pilihan sam asnawi,0,2024-10-18T16:11:42Z
@IdrusFrasetyaStpll,Pertahanan cina sangat rapat sebaliknya timnas banyak menyerang namun lupa pertahanan tetap smngat garuda masih ada harapan menuju piala dunia😢,1,2024-10-18T15:44:22Z
@OppoA18-p6b,Tolong sitayong kalo main Uda bagus  jgn tukar lagi  Asnawi kok ngak di ganti bapbak pertama sy kecewa berat Ama sty,0,2024-10-18T14:15:27Z
@pavilionbintaro,"sejuk dikit sehabis indonesia kalah setidaknya konten konten sombong berkurang, tapi konten nyalahin bahrain berlanjut 😂Sinetron bener ya hadehhh",3,2024-10-18T13:55:44Z
@suparmilastri157,Pola main timnas ind menang  tapi kalah krn kecepatan dan pemanfaatan peluang krg,0,2024-10-18T13:40:47Z
@IrhamVeni-m9n,Mr Omar ali❤,1,2024-10-18T13:39:19Z
@mardimardi248,Permainan TIMNAS keren.. seperti permainan  sepak bola  EROPA  penguasaan permainan...    Kita balas di Stadion GBK  nnti.,0,2024-10-18T13:28:19Z
@bentisku,Kalah kok ketawa STY.why,1,2024-10-18T13:20:54Z
@FadlySetiawan-qj4tm,Asnawi main nya egois bikin semua pada mls gerak,1,2024-10-18T13:03:46Z
@driverojoljakarta6765,Pertandingan kualifikasi piala dunia rasa pertandinga persahabatan... yg di mainkan bukan pemain inti.. masih kutak katik.. ganti strategi...blunderr dari sty..,0,2024-10-18T12:50:05Z
@badinmargasari1842,Tim  indo lihat permainan Jepang suka  cara cepat,0,2024-10-18T12:32:29Z
@Me_TAMpan,Wasit tak becus,0,2024-10-18T12:01:19Z
@CinemaSentosaArt,"Pertandingan takkan pernah terulang, kenapa bisa begini ....😊😊😊😊😊",1,2024-10-18T10:33:49Z
@andriismail6918,"Andai Timnas Punya Striker Gacor, sy yakin Timnas bisa epic comeback 2 : 3. Tetap Menyala Timnasku🔥 walaupun kalah dgn formasi & taktik aneh ala STY.",0,2024-10-18T10:17:00Z
@diazganteng8870,"Mumet memang klo memamg ada hubungan nya sama politik. Semoga nggak ada hubungan nya sama itu semua, ya",1,2024-10-18T08:32:16Z
@diazganteng8870,Kasihanilah harapan para WNI dan para supporter timnas indonesia,0,2024-10-18T08:31:15Z
@diazganteng8870,Percaya diri saja. Jangan merusak yang sudah bagus. Semua pasti ada solusi nya kok,1,2024-10-18T08:29:40Z
@diazganteng8870,Beda kan urusan olah raga dan urusan negara. Main lah dengan sportif,1,2024-10-18T08:28:45Z
@diazganteng8870,Yang sportif dong Coach. Tampilkan gaya permainan asli dari timnas indonesia. Kasian para pendukung timnas indonesia kecewa soalnya,0,2024-10-18T08:27:43Z
@diazganteng8870,Timnas indonesia kalah vs china di cina ini antara meremeh kab china atau gara gara efek hutang negara entah mana yang bener. Kacau sudah,0,2024-10-18T08:26:37Z
@SilviCulunt,"🇵🇸0v⚽s4🇨🇳
2023

🇵🇸❤️🇮🇩1v⚽s2🇨🇳

2024",1,2024-10-18T07:33:07Z
@solicandika604,ASNAWI BOT,1,2024-10-18T07:30:32Z
@MojoKerto-o8k,TIMNAS INDONESIA  UNTUK MENG HANCURKAN TIM CHINA YG MENG ANDALKAN SERANGAN BALIK/COUNTER ATTACK  YAITU DGN PEMAIN PERTAHANAN LINI BELA KANG HRS TRS TETAP WAJIB DISIPLIN TINGGI  SELALU BERADA DI HRD LINI POSISI BELAKANG MENJAGA KEAMANAN PENGAWALAN ANTISIPASI MEREDAM SERANGAM LAWAN MEMATIKANEMUTUS DGN SEGALA HAL APAPUN MEMJAUHKAN BOLA DARI TIANG GAWANG TIMNAS INDONESIA SE-JAUH2NYA DGN TETAP MENGATUR MENSUPLAI MENDISTRIBUSIKAN MEMBACA GAME PLANNE TIM SENDIRI DAN TIM LAWAN SECARA FLEKSIBLE HRS TETAP DI DAERAH 1/2 LAPA NGAN TIMNAS INDONESIA AGAR BISA BERTAHAN MENYERA NG SAMA KOKOH KUAT TANGGUH PER KASA DLM TRANSISI MENJAGA PERTAHANAN DGN 1/4 POWER UNTUK MENYERANG MENGG EMPUR PERTAJANAN LAWAN AGAR HANCUR DGN SEKUAT TENAGA  DAN 3/4 UNTUK  KUAT DLM BERTAHAN MENJAGA BENTENG PERTAHANAN YG KOKOH DGN 4 BEK FIRMASI 4-3-3 DAN FIRMASI 4-4-2.INI FIRMASI YG KUAT DI LINI BELAKANG DAN HRD WAJIB MENANG DI LINI TENGAH. JGN TAKUT KITA BALAS DI GBK  (GELORA BUNG KARNO)..♨♨♨♨♨♨♨♨♨♨♨♨♨♨♨♨🤓🤓🤓🤓🤓🤓🤓🤓🤓🤓🤓🤓🤓💪💪💪💪💪💪💪💪💪💪💪💪💪♨♨♨♨♨♨♨♨♨♨♨♨♨,0,2024-10-18T07:07:41Z
@RepVoe,wasitnya ngak adil,1,2024-10-18T07:07:19Z
@arimayang9484,"Main udah bagus full pressing, hanya kurang beruntung",0,2024-10-18T06:41:33Z
@mr.badotzofficial731,See you in GBK China predd,1,2024-10-18T06:34:38Z
@nenditakeshi90,"Siapa tau Timnas akan menang lawan Jepang.... China saja tdk di duga akan menang 😁 , 💪🇮🇩🔥",1,2024-10-18T05:56:41Z
@sg6.,Kasihan paes jauh dari pengawalnya 3 bek tapi jauh jauh,2,2024-10-18T05:10:13Z
@yobitara4091,Perbaiki taktik pak pokok nya harus dari lini tengah bangun serangan,1,2024-10-18T04:41:16Z
@vipbangers3476,Hoki itu,0,2024-10-18T04:41:03Z
@PandeDirga-c3r,Semqngat garuda ku,1,2024-10-18T04:18:05Z
@KacauDah,ASNAWI KEBANYAKAN MAKAN KALA JENGKING DI THAILAND,1,2024-10-18T04:09:32Z
@SariSari-tt6sh,Jika starting line up nya seperti babak kedua kemungkinan indonesia tidak akan kebobolan,0,2024-10-18T03:41:18Z
@benhasidoan567,"Semangat timnas, kita bantai di kandang",0,2024-10-18T03:33:58Z
@Leo17_,Sekarang pahamkan sty di Korea dilempar telur!!! 🤣,7,2024-10-18T02:51:55Z
@ShopianBatam,Seharusnya Indonesia mampu kalahkan cina .dari permainan aja Indonesia unggul.. Indonesia butuh striker tajam..,0,2024-10-18T02:45:47Z
@ahmadarifin5008,"Momen eror ada sama witan dan asnawi, untuk kdepan coach shin punya pr trhadap 2 pemain ini",1,2024-10-18T02:32:43Z
@juniarafif8931,"asnawi , witan , salah passing trus",1,2024-10-18T02:26:29Z
@WanWan-td7mp,"Asnawi kenapa ga di kunci dulu sih di kamar mandi, main grasak grusuk ga karuan.",2,2024-10-18T02:09:44Z
@ZahwaAlfanìifauzi,Ganti aja pelatih nnya😢,1,2024-10-18T01:16:20Z
@Themaniysvshshsbxbjsnsanzjwiws,"19:41 19:43 wasit meniup peluit pas 99 sesuai perjanjian, indo bahrain 90+6= 99. ?? Ada apa??",0,2024-10-18T00:13:17Z
@martabakmanis-q9v,🤑 Mau Uang? Cari Rokok69 cuan nya real brayyy🥰,0,2024-10-18T00:09:04Z
@kangajangsaparudin,Indonesia gak bakal menang orang nya munafik .dan raja nyinyir,1,2024-10-17T23:19:54Z
@vinzbraga2443,❇✅✳,0,2024-10-17T23:05:27Z
@kaharalfas6101,"Mainnya indonesia sih sdah sangat bagus, cuman kurang bruntung aja",0,2024-10-17T22:30:22Z
@Miragee009,"Lain kali gausah bereskpektasi tinggi dah sama timnas , klo kalah nyesek bgt soalnya 😂😂

Comeback stronger timnas !",0,2024-10-17T22:22:52Z
@ComedyJujur,UNTUK YOUTUBER SAMPAH JANGAN MERUSAK FAN MEMBUAT BERITA YANG TIDAK BENAR DAN MENJATUHKAN MENTAL PEMAIN. BISA MERUSAK MENTAL SAAT BERMAIN DIKEMUDIAN HARI THANKS.,1,2024-10-17T21:45:17Z
@makassarbugis4991,Mending didik pemain2 pribumi. Bxk tuh di daerah2 yg bisa di rekrut.,1,2024-10-17T20:54:16Z
@pejuangdemokrasi777,Pertandingan resmi kok coba2 line up.... pelatih gak konsisten dan suka meremehkan lawan,1,2024-10-17T20:10:42Z
@AhmadKuncuro,Sabar sabar Indonesia,0,2024-10-17T19:58:57Z
@BneiNoachEntity,"Timnas Indonesia gak bakalan lolos Piala Dunia 2026✔️.

Timnas Indonesia Spesialis Kompetisi Tarkam Cup.

Niscayalah anda hanya dibuai mimpi PSSI .

🇮🇱🤍🇮🇩",0,2024-10-17T19:52:47Z
@fahmifadlisyafrianur4187,"Trio CB Mees, Ridho, Justin. Dmf Sandy Walsh, Nathan Tja On. Rb. Elliano Reijnders LB. Verdonk. Amf Tom Haye ( Capt). RMF Malik Risaldi. LMF Oratmangoen. ST. Struick.",0,2024-10-17T19:25:45Z
@AbahDani-wk9or,"Gue yakin kita pasti bisa lolos ke pildun....dilihat dari segi permainan indonesia deh maen bagus loh,cuma china aja yang hoki...ntar di kandang kita ...pasti dibantai habis deh...semua lawan lawannya",2,2024-10-17T18:35:52Z
@TOMBEMOKOEHEEHENDOMEOTOMBEMOKO,"Sebelumnya saya ucapkan terimakasih banyak utk Wasit yg sudah memimpin laga indo vs china dgn jujur dan adil..
Baik Kalah ataupun Menang sudah seharusnya kita tetap beri apresiasi..
Jgn kita lgsung ambil kesimpulan yg negatif ygy.. kita tunggu gebrakan di pertandingan selanjutnya.. Jd mgkin dgn kekalahan murni semalam bisa jd motivasi utk coach sty dan pemain nya.. kita doakan saja yg terbaik.. krna perjuangan sampai ke tahap ini tidaklah mudah.

Bravo King Indo",0,2024-10-17T18:27:58Z
@MuhammadfaisalrahadhianFaisal,Prediksi indonesia 3 jepang 2,0,2024-10-17T18:22:52Z
@MuhammadfaisalrahadhianFaisal,semoga saja indonesia menang lawan jepang,0,2024-10-17T18:22:22Z
@adechima9110,HARUSYA FORMASI INDONESIA 5-4-1.,0,2024-10-17T17:39:22Z
@DoniIsmanto-g9f,ok,0,2024-10-17T17:15:17Z
@whiteangels5844,"nanti Jepang bermain santai seperti tidak ada beban, hati2!. Harusnya kita juga spt itu bermain santai spt Jepang",0,2024-10-17T16:46:15Z
@padmadani2126,Andai sy jadi STY; Calvin Verdonk jangan di jadiin CB (Pemain CB Risky Ridho knp dicadangkan?). Manfaatkan umpan akurat dan kecepatan nya untuk membantu lini serang. 😢,0,2024-10-17T16:40:40Z
@ikramsukri8454,Joget lagi China di imip menang china,0,2024-10-17T16:37:47Z
@SwadayaTehnik,Penguasa indonesia adalah china liat aja semua pengusahanya,0,2024-10-17T16:31:36Z
@cahjogja-zq5mu,Arahan bagus .....,0,2024-10-17T15:36:28Z
@nenengila8909,"Tom haye sngat bagus permainannya,,,,,,hanya Timnas kurang beruntung saja,   dalam sepakbola ada kalah ada menang itu  biasa",0,2024-10-17T15:17:22Z
@guykawasaki8276,"""Thank you to Mr. Oemar Ali for your fair and firm leadership in the Indonesia vs. China match. Even though we lost, your fairness and wisdom in officiating allowed us to accept the result with great respect. Leadership like this serves as a worthy example!""",0,2024-10-17T15:03:22Z
@aidilfaris3685,Kebanyakan gonta ganti pemain jadi ga nyatu permainannya,1,2024-10-17T14:48:38Z
@ack_attack,jangan berkespektasi lebih pada timnas indonesia. sudah biasa kalah😂,2,2024-10-17T14:48:14Z
@dan130585,Asnawi gk pantas jd starter. Main kyk gt. Kyk liga tarkam. Banyak pake otot drpda pake otak.,1,2024-10-17T14:34:51Z
@mkaarbigarut3911,Sty kadang2 bikin resah,0,2024-10-17T14:11:51Z
@zildanofficial1105,"Tetap dukung timnas,,semangat",0,2024-10-17T13:47:06Z
@komangketer,Gol pertama tiongkok tidak akan tercipta.kalau defendernya kelas dunia,0,2024-10-17T13:44:16Z
@seftiananurafiyah7538,"Bola itu bundar ,kalah menang itu hal wajar ... Yg gak wajar itu menang di puji kalah di caci ..",0,2024-10-17T13:32:19Z
@baimvmn7568,"4:50
witan kenapa ga oper ke kanan cukk..",0,2024-10-17T13:30:11Z
@kaliwuluh4756,Bermimpi di timnas indo ada striker sekelas tipical drogba🔥🔥,0,2024-10-17T13:27:28Z
@baimvmn7568,"Pemain China, Korea, Jepang , skrg tinggi2 ya.. seimbang dgn pemain keturunan, untung adapemain keuturnan",0,2024-10-17T13:27:08Z
@RendiWijaya-q5y,Terbang lah tinggi Garuda ku masih panjang perjuangan mu untuk bisa lolos di babak penyisihan sampai kapanpun juga akan terus ku dukung Garuda ku,0,2024-10-17T13:25:20Z
@baimvmn7568,INGAT!!!  RANKING FIFA CHINA ITU 91.. KOK BISA DIANGGAP REMEH... YG ADA CHINA HARUSNYA MENGANGGAP REMEH INDONESIA 😅,1,2024-10-17T13:22:17Z
@NaylaDefriza-gu1xr,"Hampir semua pemain  cina Dari baba1,2 di  area pertahanan .",0,2024-10-17T13:17:31Z
@FerdianzartFerdianzart,"Asnawi skip saja main masih mono g kayak lain nya terkondisikan ,grudak gruduk kayak main tarkam aja",0,2024-10-17T13:09:07Z
@billbudia2064,Cara bermainnya sudah berkelas dunia PSSI tercinta❤,0,2024-10-17T13:00:05Z
@erlinar7113,"Mulut dan jari yang KALIAN gunakan utk mendoakan timnas agar menang,MULUT DAN JARI itu jugalah yg KALIAN gunakan utk mencaci,menghujat dan menghina dgn dalih ""cuma kritik""...menurut KALIAN,TUHAN SUDI MENGABULKAN PERMINTAAN KALIAN???",0,2024-10-17T12:42:38Z
@aurorasyalsabila7990,Meskipun kalah jujur w bangga bgt liat timnas lawan china.. liat statistik pertandingan kyk mimpi w.. kecewa udah pasti manusiawi.. dan udah biasa w tiap timnas tembus final piala aff or piala tiger w slalu hadir di gbk.. lawan singapura..lawan thailand..lawan malaysia w nonton langsung ke gbk dan semuanya kecewa tanpa ada harapan.. tp jujur kecewanya sekarang kyk ninggalin harapan.. semangat terus pemain timnas.. pssi..pa ketum.. terima kasih sudah memberikan harapan buat kami.. we are proud of you all ❤,0,2024-10-17T12:40:40Z
@rylosaputra8805,Yg penting tidak 90+9 = 102 😂,1,2024-10-17T12:38:56Z
@dafidarrafi4891,ayo Indonesia tetap semangat kita pasti bisa lolos❤🇮🇩🇮🇩,0,2024-10-17T12:21:02Z
@nasrullahfelung9097,Kebiasaan orang korea .sebelom tanding minum ciu nih .alhasil ngeblenk ..younk biasakan ngopi bukan ciu ...😵‍💫,0,2024-10-17T12:19:30Z
@kaumlucu,STY OUT TOWEL IN,2,2024-10-17T12:12:22Z
@kaumlucu,STY OUT,2,2024-10-17T12:11:54Z
@bisnisangkring3943,"Peluang banyak tapi miss, pertahan china oke sih...
Indo pertahanan kurang kena counter attack rungkaddd,,,
Masih ada kesempatan semangat king indooo💪🏼",0,2024-10-17T12:07:55Z
@mohamadyusuf6524,"Yang jelas ini sebuah karma buat youtuber² media²  Indonesia Yg suka  menyombongkan kemajuan sepakbola Indonesia dan menyepelekan lawan.  Padahal di kualifikasi Indonesia belum pernah menang sama sekali. Tapi media² indo sombong nya udah kaya yg masuk final piala dunia. Kita suport tapi bukan berarti harus meninggi . 

Inget buat YouTuber² atau media² kw. Yg bulat itu bukan cuma bola😂😂",0,2024-10-17T12:05:34Z
@KresnaHadi-n7k,"STY OUT
STY CHANGE COACH EURO",3,2024-10-17T11:45:20Z
@Idn784-ce5ui,Awas lo china justin hubner tebar ancaman buat lo china yang suka drama guling akhir pertandingan,0,2024-10-17T11:30:37Z
@Abdurrahman-zk3uq,"Timnas kita memerlukan pemain sayap yg handal seperti angel di maria dan nico williams
 memerlukan sang predator gol sebagai ujung tombak seperti didier drogba 
memerlukan motor serangan seperti lionel messi 
memerlukan sang kreator seperti luca modric
 memerlukan bek tangguh seperti antinio rudiger",0,2024-10-17T11:19:02Z
@enda_unix,00:14:56 komentator kocak : apa yang dilakukan asnawi,1,2024-10-17T11:13:42Z
@arminmaulana1267,Yong....yong....piye toh...yong ...yong....strategimu blunder yong....,0,2024-10-17T10:57:09Z
@escincauhijau91,Walaupun kalah saya menikmati pertandingan ini . Tetap semangat garuda ku💪🇮🇩💪,0,2024-10-17T10:55:27Z
