author,text,likeCount,publishedAt
@F.S.00,Kenapa selalu di curangin timnas Indonesia. Apalagi kalo lawan timur pasti kecurangan,0,2024-10-11T12:26:19Z
@BintangWiguna-d8y,"Si gundul sekolah dimana ya ..90+6=100😂😂
Minimal 96.5 wkwkwk",0,2024-10-11T12:25:54Z
@gpscinema9010,Wasit nya mirip indra dragon,0,2024-10-11T12:24:40Z
@erwinsyaherwinsyah4530,Kacau itu wasit,0,2024-10-11T12:24:23Z
@wawatabu4948,6menit jadi 10menit wasit botak edan,0,2024-10-11T12:23:56Z
@ernimaharani183,"Bahrain : botak kau siap tidak 
Botak: siap apa pak
Bahrain : ehm ehm ya biasa tugas negara 
Botak : oh saya paham pak asal bayaran nya jangan lupa
Bahrain ; tenang itu masalah udah 
Botak: oke siap laksanakan pak",0,2024-10-11T12:23:27Z
@AbysutezaSuteza,"Cara nya 1 bulli terus 
Wasitnya
Blokir ATM
Matikan KTP
Dan matikan orang nya..😂",0,2024-10-11T12:21:47Z
@pijitrefleksijaksel7322,"Wasit nya lucu ngalahin pelawak Indonesia, haseum",1,2024-10-11T12:21:20Z
@redblack3974,Kbnykn action,0,2024-10-11T12:21:12Z
@SamihMadrid-m9i,0:40,0,2024-10-11T12:21:03Z
@KenziJavas-om7mb,😂😂😂😂,0,2024-10-11T12:20:56Z
@azkamaulana3915,"Boleh ngomong kasar ga sih
Gedeg gw liat wasit yg buta
Tpi ga buta duit",0,2024-10-11T12:20:51Z
@SamihMadrid-m9i,0:40,0,2024-10-11T12:20:48Z
@Ayualishavlog,Sampai sekarang masih kepikiran kenapa bisa lebih gitu waktu injury time dari 6 menit bisa sampai jauh ke 9 menit lebih 😭 kelihatan janggal,0,2024-10-11T12:20:36Z
@APOCALYPTOWEN,Klo kaya gitu tambahan waktu percuma saja main,0,2024-10-11T12:20:23Z
@SamihMadrid-m9i,Tampil di piala dunia😂,0,2024-10-11T12:20:17Z
@anakjandajawasunda3859,Tunggu pembalasan kami di GBK....,0,2024-10-11T12:20:15Z
@rioaja3863,Wasit botak tuyul ya ga tau waktu taunya duit,0,2024-10-11T12:20:12Z
@radenslametharjowinoto3735,Semangat saudara saudara sebangsa setanah air.... Kita Indonesia.... Kita bisa.... Semangat truusss Indonesiaku,0,2024-10-11T12:20:11Z
@MTVIndonesia170845,"AFC
ARABIAN FOOTBALL CONFEDERATION",0,2024-10-11T12:19:48Z
@fadiyalubnaofficial7241,Tumpah  darah  Garudaku...... Kalian terbaik.... Kami  akan  tetap  mendukungmu......,0,2024-10-11T12:19:43Z
@Waiz090,Korban wasit😅,0,2024-10-11T12:18:59Z
@DwikySatrio-m3t,"Semangat !! Timnas masuk piala dunia 2026, dengar kata Gus Dur Dulu",0,2024-10-11T12:18:26Z
@ernimaharani183,Ikut greget liat wasit ini,0,2024-10-11T12:18:09Z
@IndriNovita-sn4eb,BAGIKU INDONESIA ❤ JUARA TERIMAKASIH ATAS PERJUANGANMU TIMNAS  KITA MENANG,0,2024-10-11T12:17:12Z
@Yanuarbahtera,"Walaupun malik risaldi tidak optimal. melihat perjuangan dia yg ingin tetap membela walaupun pelipis sobek parah, dan dia seperti menunjukan kalo dia baik2 saja",2,2024-10-11T12:17:02Z
@kutuberchanel6611,Saya cari di buku sejarah gax ada pak ravael straek ..tukang ngibul ...😂,0,2024-10-11T12:16:53Z
@ernimaharani183,UDAH GA ANEH PERMAINAN SEPAK BOLA TMUR TENGAH PENUH DENGAN DRAMA SEPERTI SINETRON,0,2024-10-11T12:16:44Z
@BangToyib-yp3nt,Wasitnya lawak.... Matanya tidak digunakan dengan baik...,0,2024-10-11T12:16:32Z
@RikutTrg,Kegunaan minyak memang luar,0,2024-10-11T12:16:27Z
@dahlia14oktober52,Wasit curang,0,2024-10-11T12:16:15Z
@ahmadfahmianwari9591,"Yaa Allah jadikan Timnas kami ini menjadi kebanggan bangsa kami, izinkan mereka mengharumkan negara kami di kancah dunia dengan izinkan timnas kami untuk lolos di qualifikasi ini.",0,2024-10-11T12:16:10Z
@suyadigocar8359,The referee was unfair because they were both Middle Easterners,0,2024-10-11T12:16:01Z
@putramarcel-28,wasit gak jelas tambahan waktunya 6 menit tapi sampe 9 menit,0,2024-10-11T12:14:08Z
@ketutnami8207,"Paes, Verdonk, Ivar, Ragnar & Struick 🥇",0,2024-10-11T12:13:53Z
@gblovers2369,"yang main orang Belanda, yg latih orang Korea , cuma modal bendera doang apanya yg bangga wkwk
babak pertama kaya tarkam pula main berharap piala Dunia? 😂😂",0,2024-10-11T12:13:38Z
@NurAzizah-yr9tt,Menutut sy pihah  pengurus timnas harus menindak lanjuti kecurangan pada wasit yg berat sebelah.,0,2024-10-11T12:13:34Z
@dhikaaa7x48,Bahrain = guling-guling fc dikit2 var dikit2 var,0,2024-10-11T12:12:48Z
@dedyrizth65,"Bahrain kumpulan orang-orang munafik,urat malunya sudah putus,menghalakan segala cara demi ambisi# Not Respect to People Bahrain",0,2024-10-11T12:12:23Z
@MatematikaTauhid,"Gimana gimana? Gak enakkan kalo wasit ikutan maen?

Oke gas
Oke gas
:D",0,2024-10-11T12:12:19Z
@galihchannel6258,CABUT Lisensi nya,0,2024-10-11T12:12:19Z
@ariyusniar7189,Wasite kayak apem,0,2024-10-11T12:12:17Z
@Tere-e5g,Perhatikan menit ke 18:38 dalam vidio menunjukan pemain bahrain bernomor punggung 9 melakukan offside jadi golnya ga keitung kan?😎,0,2024-10-11T12:12:11Z
@FeTe-g2i,Wasitt te juancokkk,0,2024-10-11T12:11:57Z
@rudiantoj3544,wasit curangi indonesia,0,2024-10-11T12:11:36Z
@ardianhermanto2616,Wasit gilak,0,2024-10-11T12:11:33Z
@SaleemRoi,Wasite asu......menit wes ntek trusno AE... Kirik,0,2024-10-11T12:11:26Z
@Resmi4a-k9z,Curang kali jadi wasit,0,2024-10-11T12:11:26Z
@maungbodas7153,"Serang sosmed AFC...DAn wasit fir""aun",0,2024-10-11T12:11:12Z
@Didit-mz9vr,Waaah negara Bahrain kalau gak mau kalah Jagan main bola.jualan aja minyak😂😂😂,0,2024-10-11T12:10:57Z
@Mikoo4194,Curiga wasit di bayar bg mamat biar gk kalah taruhan sama koci,0,2024-10-11T12:10:53Z
@dheelatv1245,"Indonesia selalu di lecehkan oleh wasit,,, 
Wasit seperti seharusnya di pecat saja",0,2024-10-11T12:10:32Z
@dedijunaedi9980,"Kepada bpk Eric Thohir , PSSI harus protes ke FIFA",0,2024-10-11T12:09:17Z
@dhikaaa7x48,Seharusnya udah menang nih 2-1 tapi gegara washit oman bagong 90+6=99 dimana logikannya? bjirr 🖕🏿🗿,0,2024-10-11T12:09:07Z
@brightsoul_4wj1,"19:01 Gimana bos, mau tak tambah sampai 150 menit?",0,2024-10-11T12:09:05Z
@ebensunarko855,Kesalahan sintaeyong?.....detik2 akhir ....masukkan pemain local......,0,2024-10-11T12:09:01Z
@adiqillla,"sebel gw sama wasitnya udh waktunya habis kaga diselesai selesaiin pertandingan nye, mafia lagi jje",0,2024-10-11T12:07:55Z
@TatangAlmika,Palak bapak wasit,0,2024-10-11T12:07:39Z
@StevenEmmanul,Babi ge wasit e,0,2024-10-11T12:07:31Z
@RuskypRus,Pertandingan seru JD membagongkan..wasit bagong,0,2024-10-11T12:07:24Z
@ridhotusshodiqin8044,Asia tenggara harus bersatu,0,2024-10-11T12:06:42Z
@FeriYanto-p2v,Seharus nya sudah Selesai waktu pertambahan sudah lewat di bola saat di tengah  lapangan,0,2024-10-11T12:06:42Z
@sutopohungkul3589,"Kirain hanya ada di cerita zaman dulu, Ternyata karakter ABU JAHAL nyata adanya di zaman Now, menghalalkan segala Cara demi sebuah Kehormatan(Versi dia)..  🤪",0,2024-10-11T12:06:21Z
@pieterhendrajaya4590,Setiap kalah atau drow wasit di salahkan..dari dulu..peman naturalisasi yg berdatangan menjadi WNI blm bsa menag tin nas Indonesia,0,2024-10-11T12:06:06Z
@pauljr17,🇲🇨 2 vs 1 🇧🇭,0,2024-10-11T12:05:54Z
@lwgraciano4189,"Pentingnya mencetak minimal selisih 2 gol ketimbang bertahan setelah unggul utk menghindari kejadian serupa, terlebih melawan negara² timteng kyk gini.",0,2024-10-11T12:05:46Z
@wahyucahya2244,Tetap fokus next match Indonesia 🇮🇩✊🏻,0,2024-10-11T12:05:33Z
@MhmdErfan-y7n,"Wasit nya GK nyiku.bnr,,sudah di suap kali.
Waktu habis mlh trs wasit berat sebelah .
Udah wasit keluarin GK pants .jdi wasit goblog",0,2024-10-11T12:05:08Z
@engkuswarawara3576,Wasit!!!!,0,2024-10-11T12:03:49Z
@kamunanya-rj7bx,"Wasitt botakk kudu di santet waktu ges lewih ktu teu enggesan ., wasit tarkam sugan mah botakk",0,2024-10-11T12:02:08Z
@Marvel_18-b3o,p,0,2024-10-11T12:01:52Z
@goserenjel6622,"dr dulu hingga sekarang.. indonesia selau di lecehkan. di permalukan. dan di remehkan. di bidang olah ragah terutama sepak bola.
dan pssi tdk punya nyali untuk memperotes / mengajukan banding ke FIFA.",0,2024-10-11T12:00:02Z
@redysetyawan1863,"Memalukan sekali wasit beserta bahrain bahkan petinggi bahrain,mungkin uang melancarkan segalanya, FIFA HARUS KUSUT TUNTAS MASALAH PERPANJANGAN WAKTU HINGGA 4 MENIT.",0,2024-10-11T11:59:28Z
@habibi3014,Wasit bagong,0,2024-10-11T11:59:17Z
@dwaguscahyono8256,Nih orang sejatinya bukan Wasit TAPI MAFIA...!!,0,2024-10-11T11:58:23Z
@fnd_yk2575,"Permainan kotor timur tengah, kalo gak guling-guling ya nyogok wasit 😠",0,2024-10-11T11:58:22Z
@enjoymogonta,Tetap menyala TIMNAS GARUDA INDONESIA asah itu masih ada road to FIFA world cup 2026❤🇮🇩🦅,1,2024-10-11T11:58:09Z
@JekAja-o2n,"Bahrain aslinya Kalah dari Timnas Indonesia,,wasit anda memenangkan pertandingan ini",0,2024-10-11T11:57:51Z
@alanshori40,"Si wasit botak, peluit nya ilang x.. 
Harus nya menang indonesia..

Dasar duit duit ...",0,2024-10-11T11:57:42Z
@VieellaGisellellaqeella,INDONESIA RULES,0,2024-10-11T11:57:11Z
@JaswantoRoni,Permainan kotor mereka gol akhir yg haram kita bantai nanti di kandang mereka bisa semena mena di kandang kita juga bisa ayo timnas semangat buat ini sebagai ambisimu,0,2024-10-11T11:57:05Z
@seishin777,3:57 jelas bgt disogok,0,2024-10-11T11:56:33Z
@banggobang9594,Pecat aja wasitnya,0,2024-10-11T11:56:14Z
@Klan_Puriandi,"Secara personal, pemain naturalisasi Indonesia punya kualitas diatas Bahrain. Butuh waktu untuk membangun chemistry antar pemain. Secara subyektif sebagai penonton melihat 2 figur pemain lokal bikin gregetan, marselino tackling dari blkg potensi kartu kuning, witan baru masuk udah bikin blunder & ada kesempatan emas menambah gol tapi tidak dimanfaatkan dengan baik. STY mgkn punya strategi, maaf kl saya berpendapat masuknya witan kurang tepat di momentum kita sangat memerlukan 3 point. Saya yakin 90% penonton berpendapat, wasit tidak memimpin pertandingan dengan adil, banyak keputusan2 yg dapat diperdebatkan. FIFA layak untuk investigasi wasit, jgn sampai jargon FAIR PLAY hanya sebatas kata manis yg tidak akan pernah bisa terealisasi dalam dunia olahraga.",0,2024-10-11T11:56:10Z
@IrfanSaprudin17,wasit gelo!,0,2024-10-11T11:56:05Z
@nurdinharahap9250,Sampai kapanpun Bahrain sulit untuk masuk piala dunia,0,2024-10-11T11:55:59Z
@riyan.offesialcenel650,Wasit AFC mafia eror ta Qatar tak Bahrain AFC mafia 💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸,0,2024-10-11T11:55:46Z
@dsr0079,witaan...2 vs 1 pun ga bs lolos😅,0,2024-10-11T11:55:26Z
@rickyferdian4521,"Seharusnya Timnas menang ,di curangi wasit dan mafia",0,2024-10-11T11:55:19Z
@akhmadsyah6753,Bahrain nyali ayam,0,2024-10-11T11:55:04Z
@berthyjopysahuburua8517,Setiap kali kalah reporter indonesia ni slalu komplaen ...berat sebela berat apa lg ...kalau menang ya menang kalah ya kalah draw ya draw ini protes melulu..,0,2024-10-11T11:54:45Z
@fathz3152,AFC (ARAB FOOTBALL CLUB),0,2024-10-11T11:53:58Z
@ridhotusshodiqin8044,Jordi cadangan aja bagusan 2 r,0,2024-10-11T11:53:53Z
@dimvlog4040,"Wasit penghancur semuanya ,, kenapa tim bahrain / qatar sula dibantu wasit?",0,2024-10-11T11:53:21Z
@abdulazis1721,Curang,0,2024-10-11T11:52:39Z
@rekasandy2450,Wasit PALKON,0,2024-10-11T11:52:18Z
@evamaelani1116,A55u,0,2024-10-11T11:52:02Z
@sgr8274,"Kocak wasit keterlaluan disaksikan dunia curangnya terlalu nampak tambahan waktu +6 tapi ada gol +9 kecurangan yang luar biasa. Ada gol diprotes bukannya lihat tayangan malah ngasih kartu merah.
KECURANGAN YANG TERLALU BODOH",0,2024-10-11T11:51:45Z
@martinparulian1760,"Wasitnya kenapa tidak
 meniup peluit panjang😟.sehingga bharain dapat peluang saat dimenit menit akhir.dan pamain bharain pun kebanyaan daiving sampai wasit ketawa kecuali daiving qatar",0,2024-10-11T11:51:36Z
@bucedickydarmawan8134,"Six minutes of extra time, but the match time is up to 100 minutes... 90 + 6 = 100 minutes  ...Referee eats bribe steam",0,2024-10-11T11:50:57Z
@yahyaofficial9691,"Info hotel untuk menginap bahrain, kita teror mereka biar tidak bisa tidur nyenyak sebelum pertandingan..",0,2024-10-11T11:50:57Z
@indonevisia-_ori,90+6=,0,2024-10-11T11:49:52Z
@DarmaVirangDarma,Wasit nya kaya aniing waktu dh abis belom juga ditiup,0,2024-10-11T11:49:47Z
@polsjr8013,Wasit soe👊🏻,0,2024-10-11T11:49:47Z
@SevyHale,Wasittt anjnng sdh di suap,0,2024-10-11T11:49:36Z
@alif-w9v-m5r,"Dulu media barat beritakan korupsi dan kontroversi timur tengah tentang terpilihnya qatar sebagai tuan rumah piala dunia 2022 kalian katain propaganda barat, sekarang terbukti kan timur tengah itu sarangnya mafia dan korup, media barat selalu akurat 👏",0,2024-10-11T11:48:53Z
@aditiya_putra95,wasit oh wasit,0,2024-10-11T11:48:15Z
@barayalab9209,wasit wahabiii...,0,2024-10-11T11:47:59Z
@andimarsadi4842,Masuk neraka itu wasiit,0,2024-10-11T11:47:52Z
@syamdin-v5q,"Saya nggak bisa katakan yang salah itu benar 
Yang benar itu salah 
Tetap yes indonesia bisa.",0,2024-10-11T11:47:13Z
@rezapahlevi4985,Merinding gol ny Rafael ehh ending bikin bad mood 😢💩🤬,0,2024-10-11T11:47:07Z
@ibnubasayev2591,"90 + 6 = 99
How smart arab people!!!
😆😆😆😆",0,2024-10-11T11:45:34Z
@shincelo4366,"Doa yg dizolimi terkabul🤲ayo berdoa semoga bahrain kalah semuanya dipertandingan berikutnya,indonesia menang terus..biar peringkat bahrain dibawah indonesia..aamiin🤲",0,2024-10-11T11:45:02Z
@dwisutanto3500,"Wasit curang, sebel wasit gaada ahlak😡",0,2024-10-11T11:44:39Z
@JmXen,Dapet satu poin tpi terasa sesak,1,2024-10-11T11:44:14Z
@preditz_tempeholic3214,Tambahan 6 menit kok goal e 9 menit..,0,2024-10-11T11:44:05Z
@NovaArdana-zw4oz,Tunggu aja ketika main di Indonesia kita balas,0,2024-10-11T11:44:01Z
@makmurproperti88,WASITNYA UDAH GILAK!!! ENTE BAHLUL!!!,0,2024-10-11T11:43:49Z
@baliballoon,❤ garuda,0,2024-10-11T11:42:25Z
@obayortega4252,biar netral wasitnya dari ras lain,0,2024-10-11T11:42:04Z
@adityavetto6659,"Mafia Score ini sudah melibatkan pejabat tinggi negara bahrain yg menistakan negara indonesia dengan scandal MAFIA SCORE ini apakah sebagai Presiden indonesia sbg pimpinan tertinggi negara dan Pak Erick thohir sbg menteri serta sbg ketua PSSI tidak melakukan protes keras Ke FIFA dan meminta FIFA membubarkan AFC selama presiden AFC dr bahrain,klo ini dibiarkan terus maka negara lain juga sama akan melecehkan indonesia dengan yg dilakukan bahrain seperti pertandingan ini dengan menyogok semua wasit pertandingan dengan memanipulasi peraturan dan keputasan kontroversi selama pertandingan",0,2024-10-11T11:41:46Z
@XOX-rt8nb,Wasit Abu Gosok,0,2024-10-11T11:41:19Z
@buendah,90+6 = 99 siapa yang ngajarin wasit 😂,0,2024-10-11T11:40:38Z
@EkaOlivia-kx6oh,Tolong lah di sindir nanti di gbk kasih koreo buat wasit timur tengah tentang mafia ayo jgn takut demi timnas danz harga diri bangsa biar dia malu kita kasih psywer,0,2024-10-11T11:40:17Z
@NurhadiNurhadi-vh3dz,Wasit taek,0,2024-10-11T11:40:00Z
@cuangg,saitama bisa mkan nasi ayam,0,2024-10-11T11:39:14Z
@febryanacandra7480,pemain bahrain tanpa tulang belakang,0,2024-10-11T11:38:36Z
@irmaali800,Wasit 90+6 100😂😂😂😂,0,2024-10-11T11:38:07Z
@ijanktea7479,Definisi menang yang malu😂...,0,2024-10-11T11:38:06Z
@EntissSutisnaa,jgn di ajak salaman wasit nya,0,2024-10-11T11:36:55Z
@AgungWiendarto,Martin Paes gak siap saat terjadi Gol ke-2 Bahrain. Tak boleh lengah memang di saat krusial..,0,2024-10-11T11:36:53Z
@rifkyfirmansyah2757,kita tunggu di final wkwk,0,2024-10-11T11:35:48Z
@BulplengPleng,Wasit edan,0,2024-10-11T11:35:11Z
@Matahariku19,Wasit nya gak adil kan kalau di menit 96 harus berhenti pertandingan,1,2024-10-11T11:34:59Z
@Mansurrenders3186,INDONEIA SUDAH MENANG 2-1 ATAS BAHRAIN ... KEMENANGAN BAHRAIN TIDAK SAH .....WAKTU LEWAT +6 MENIT GOL TIDAK SAH BAHRAIN JURI LAPANGAN CURANG SUDAH KENA SUAP,0,2024-10-11T11:34:51Z
@saepaocibubur896,"Asu,,seri rasa kalah",0,2024-10-11T11:34:17Z
@Triyacreator,Ajakin maen sabun besok tim jpn klo vs indonesia...biar indo lolos..biar kapok tim timir tengah,1,2024-10-11T11:33:59Z
@manarik-gu7qf,Tolollkk gblggk,0,2024-10-11T11:32:58Z
@afdstudio7880,Bahrain tertawa 😂,0,2024-10-11T11:32:54Z
@rennydree8173,"Semangat TIMNAS GARUDAKU ....
Walau apa pun keputusan dari si AN**NG BOTAX  dan hasil yg banyak merugikan kita  gue tetep Respect buat Punggawa TIMNAS dan seluruh OFFICIAL ....
BRAVO ...👏👏💪💪",0,2024-10-11T11:32:51Z
@marifatulhasanah5521,Mantap goll Rafael,0,2024-10-11T11:32:20Z
@ketisteamlo9226,Wasittt koclokk wess barrr gak di sumpritttt,0,2024-10-11T11:31:58Z
@ror-j7l,wasit biadab,0,2024-10-11T11:31:49Z
@MuamarAlhadad-y8p,"Ngenes banget lihat pertandingan timnas Indonesia vs Bahrain
Kenapa wasit kaya gitu bisa dapet lisensi
Terlihat jelas sepak bola Bahrain kalah jauh dgn Indonesia🙏🏻🇮🇩❤🇮🇩",0,2024-10-11T11:31:45Z
@AgusSetiawan-dd1nt,Gagal fokus di menit akhir sangat menyedihkan,0,2024-10-11T11:31:27Z
@MiaHarun04-l6t,Menang juga karna wasitt asuu mmg ayo timnas semngat,0,2024-10-11T11:30:39Z
@EkorizkiP-kq8zf,"pemain yg berdarah tadi malam. Itu menurut saya perjuangan nya luar biasa. Tapi saya lebih melihat permainan bang j dan marten paez itu tadi  malam agak kasihan banget, kaya kurang suport dari rekan2 nya. Terlihat betul ekspresinya Marten paez dan bang j. Kaya kebingungan mencari sosok teman seperti Rizky ridho buat saling oper2 an bolanya. Keliatan banget muka nya bang j dan Marten paez. kasihan saya liatnya. Untung aja bang j mental nya kuat ga egois. Kalo sampai kehilangan mental itu bang j, saya ga tau lagi sama sty ini. Sty tolong lah pertandingan berikutnya melawan China nanti tgl 15 langsung turun kan aja, Rizky ridho dan bang j main bareng. jangan sampai kaya pertandingan babak pertama tadi malam, kasihan sumpah saya liat mukanya kaya panik terus gitu, Marten paez dan bang j. Tolong beck nya di isi bang j, elkan bagot, Rizky ridho, tom haye, verdoc, Justin hubner, pemain yg kepala nya berdarah, rafael struik, wa haji, marselino. Skuat Garuda itu sebenarnya udah ada dan kompak kemistri nya, kalo menurut saya. Cuma kalo main nya di oplos kaya tadi malam babak pertama. Menurut saya itu ga baik buat pertahanan Indonesia. Keliatan banget wajahnya bang j dan Marten paez soalnya, tadi malam panik  banget, hampir frustasi. Tolong di perbaiki lagi sty dari awal pasang lah, pemain2 itu dulu. Biar kuat dan aman pertahanan Indonesia. Kalo aman kan nyaman main nya, Ga gampang cape. trus nyari pemain ganti nya, juga yg sesuai sama posisi2 mereka. biar stamina nya ga menurun saat di lapangan. Dan yg paling penting itu kemistrinya kalo lagi main di lapangan harus dapet antar pemain. Jangan asal memainkan pemain2 nya. Itu aja si saran saya🙏 cuma berbagi ilmu aja bukan buat menggurui atau pun menjelek jelekan. Tapi demi sepakbola Indonesia biar kuat dan maju. Saya harus berani bilang kaya ini",0,2024-10-11T11:30:11Z
@shopilshi,Harusnya 97 tuh dah selesaii  dzolimmm,0,2024-10-11T11:29:55Z
@leadaengparany4896,"Sebagai warga negara dan penggemar berat Timnas Indonesia,kita Tunggu  pengurus PSSI,sejauh mana mereka Complain ke AFC dan FIFA 'tuk mendapatkan Keadilan yang seutuhnya❤❤❤.",0,2024-10-11T11:29:50Z
@ar_numb2636,ini cuman sandiwara (akal-akalan) ✌️😁😅,0,2024-10-11T11:29:25Z
@zulfriantoni1001,"Perhatikan lah kalau negara timur tengah yg main khusus nya yg kaya pasti wasit nya berat sebelah dan ini bkn terjadi sekali atau dua kali, sangat memperhatinkan memang maka nya sepak bola asia ga berkembang karena faktor suap nya terlalu tinggi",0,2024-10-11T11:29:22Z
@SoetanSoelaeman,Hanya wasit yg bisa ngalahim Timnas Imdonesia....,0,2024-10-11T11:29:21Z
@veraadikurniawan684,Var Real offside,0,2024-10-11T11:29:05Z
@Awex_doang,TRENDING...urutan pertama,0,2024-10-11T11:28:59Z
@bagusam93,"Indonesia Hebat 

❤❤❤",0,2024-10-11T11:28:51Z
@alxwang1530,Wasit kontl timur tengah,0,2024-10-11T11:28:15Z
@suandosinaga,"Mari sama sama Kita DM pak Erik Thohir 😢,, kenapa kita selalu dicurangi pak 😢",0,2024-10-11T11:27:37Z
@suandosinaga,Saya Hanya Ingin melihat Tindakan Dari Bapak Erick Thohir Terhirmat😢,0,2024-10-11T11:27:00Z
@mahfudfnu1057,Yok buat para wasit wasit indonesia klo ada kesempatan buat mimpin pertandingan tim tim timur tengah kususnya bahrain atau oman yok balaskan sakit hati kami... salam buat wasit wasit extreme indonesia inilah tugasmu yg sesunguhnya...,0,2024-10-11T11:26:20Z
@RRQsutres789-y2s,bahrain datang di jakarta wajib pulang nama dan jasadnya. Itu pasti insyaalllah tolong kawan kawan THE jack tolong kali ini beri kami kesempatan bls dendam atas nama negara kami saya sudah muak. Ini tentang negara bawa ribuan BONEK pasti tiba di jakarta lihat saja tanggal mainya. BONEK WANI MATI biar ada kenang kenangan seumur hidup kalau selamat untuk orang bahrain. Agar timur tengah gak menganggap remeh negara ini. Itu pasti terjadi,0,2024-10-11T11:25:51Z
@zaenalpermata,"Gara2 wasit sialan ini..sya ga bisa tidur

Semangat pantang menyerah timnas ku🫰🇮🇩🫰💪💪",0,2024-10-11T11:25:47Z
@batonlex8200,Wasit picek,0,2024-10-11T11:25:29Z
@Wildanmaulana-rs8qk,"Sekelas kualifikasi pildun masih blum fairplay gimana turnamen yg dibawah nya...?😅
@Fifa sampek kpn drama2 seperti ini?",0,2024-10-11T11:25:08Z
@zennyzenny2642,Bls suatu saad,0,2024-10-11T11:24:29Z
@dewi514,"Ramein akun FIFA Biar bisa di proses.. Sukur"" Bahrain di diskualifikasi.. Gw otw ke iG FIFA",0,2024-10-11T11:24:15Z
@suyantoyanto4965,"Gk j
elas",0,2024-10-11T11:23:39Z
@FM-mi3bw,"Argentina bisa di anulir goalnya di olimpiade, masa bahrain ngga? Sekelas pildun..",0,2024-10-11T11:22:51Z
@MidaAyuma,"Pas nanti tandang ke GBK bikin spanduk yg gueedee tulis "" We Don't Forget 90+6=90+9 """,0,2024-10-11T11:22:51Z
@muezzatv6354,"INJURY 90 MNT SAMPAI GOL BUAT BAHRAIN, GTU HARUSNYA DAJJAL, BUKAN 90 + 6 = 99",0,2024-10-11T11:22:30Z
@agrar.s1715,Klo ga kena sangsi dan di dis si parah ini FIFA dancuk,0,2024-10-11T11:22:18Z
@deviantono1483,Gue tunggu di GBK .bisa pulang beruntung,0,2024-10-11T11:22:01Z
@agrar.s1715,@fifa liat pengadil lapangan ini tolong jgn coreng seportifitas,0,2024-10-11T11:21:33Z
@mhadiono3601,FIFA hrs tau dgn kepemimpinan Wasit di  pertandingan ini ...perlu mndapat respon dr pengurus FiFA ...,0,2024-10-11T11:21:02Z
@ersachannel7130,"Besok saat tanding di indonesia kasih spanduk/mmt besar besaran dengan tulisan 
90+6 = 101
2 - 2 = 99",0,2024-10-11T11:21:02Z
@suhardidamis2460,"ada sdikit kecurangan, bbk ke2 pnambhan wktx terlalu lama..sprtix wasit brat sebelah..",0,2024-10-11T11:20:58Z
@AlghifarinazirulAsraffi,Wasitnya curang huhu,0,2024-10-11T11:20:41Z
@abdulhakim7217,Tetap indonesia,0,2024-10-11T11:20:16Z
@1jutaviews657,"Jawab cepat! Berapakah jumlah 90+6=
a. 96
b. 97
c. 98
d. 99
e. Menunggu bahrain goal",1,2024-10-11T11:19:38Z
@Mklamp,Wasite kudu tak keplak ndase,0,2024-10-11T11:19:31Z
@wendyheronovardiyanto2779,Bahrain pengecut sogok wasit karena tidak mau kalah lawan indonesia,0,2024-10-11T11:18:50Z
@CBN7000,Malik 👏👏😔😔,0,2024-10-11T11:18:42Z
@Fans-y7t,Indonesia vs wasit kocak Bahrain,0,2024-10-11T11:18:28Z
@Laguuniktapiasyik,"PSSI harus membawa suara 270 juta  Pendukung Garuda ke FIFA  , batalkan Gol ke dua Bahrain karena melebihi 3 menit , dan cek FAR, wasit tidak Adil ,  Pemain Bahrain kelas International disenggol sedikit jatuh kesakitan guling guling cari perhatian Wasit strategi memalukan.",0,2024-10-11T11:17:45Z
@JafarJafar-x1t,"Untung bahrain bisa ngegol klo tdk, penambahan waktunya bisa sampai pagi. Kasihan pemain kita dicurangi sama wasit",0,2024-10-11T11:17:41Z
@prksrwt6745,Bahrain football 💩,0,2024-10-11T11:17:00Z
@pengguna9377,"Kasihan sekali ini negara barhain hanya karena ingin menang menghalalkan segala cara termasuk menyogok wasit utk menambahkan waktu, tunggu aja utkMu wasit di pengadilan nanti 😡",0,2024-10-11T11:16:25Z
@antonsaputra6507,"Pilpres aja berani main curang, jadi terima aja kalo di curangi",0,2024-10-11T11:15:41Z
@djimavic2,makanya jangan sibuk bilang pon aceh wasit curang. ini didepan mata 100 menit lebih 4 menit.,0,2024-10-11T11:15:32Z
@fietpuriyanti5724,Wasit biadab,0,2024-10-11T11:14:44Z
@alwidjayaazcka2997,"selalu kesabaran kita diuji., mungkin ini suatu jalan yg ditakdirkan menuju kesuksesan. 🤲",0,2024-10-11T11:14:39Z
@alviany7662,"Lu pada tau ga, tuh di perpanjangan waktu terakhir bahrain kaga ngegol2, ampe 30menit juga kaga bakal tuh pluit dibunyiin",0,2024-10-11T11:14:27Z
@sitisartika1119,"Pemain timnas kebanyakan orang luar yah, bukan lokal.",0,2024-10-11T11:14:25Z
@lambanghermawan7990,Wasit Kepala nya kayak klepon😊,0,2024-10-11T11:14:09Z
@trikurniawan,"97:40 jika bisa memanfaatkan peluang menjadi GOAL,,,,🤦🏾‍♂️",0,2024-10-11T11:12:45Z
